"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
4.0,"0","0",400000.0,1000000.0,10.0,447.0,0.0,300000.0,900000.0,300000.0,"0"
0.0,"1","1",9400000.0,1.92E7,20.0,708.0,2.12E7,1.63E7,2.34E7,1.32E7,"1"
2.0,"1","0",9100000.0,2.17E7,12.0,549.0,2.55E7,1.1E7,3.47E7,1.22E7,"0"
1.0,"1","1",9000000.0,1.88E7,8.0,797.0,4100000.0,9400000.0,2.29E7,7500000.0,"1"
4.0,"0","0",7100000.0,1.43E7,14.0,537.0,1.37E7,1.04E7,1.82E7,6100000.0,"0"
3.0,"1","0",800000.0,2500000.0,12.0,828.0,1700000.0,0.0,1500000.0,700000.0,"1"
0.0,"1","1",4500000.0,9600000.0,14.0,471.0,3200000.0,7700000.0,1.1E7,3600000.0,"0"
5.0,"1","0",8500000.0,2.54E7,4.0,336.0,8500000.0,1200000.0,3.06E7,9000000.0,"0"
3.0,"0","1",2500000.0,9800000.0,16.0,424.0,4700000.0,3200000.0,5800000.0,1300000.0,"0"
2.0,"1","0",1500000.0,3300000.0,18.0,440.0,800000.0,2300000.0,3000000.0,1800000.0,"0"
0.0,"0","0",6200000.0,1.73E7,8.0,583.0,3700000.0,3900000.0,1.36E7,3300000.0,"1"
1.0,"0","1",1300000.0,2900000.0,6.0,480.0,2900000.0,300000.0,2900000.0,1400000.0,"0"
5.0,"0","0",6600000.0,2.58E7,10.0,670.0,4600000.0,7200000.0,2.06E7,8500000.0,"1"
0.0,"1","1",5300000.0,1.37E7,6.0,329.0,8800000.0,7600000.0,1.12E7,2800000.0,"0"
5.0,"0","0",1400000.0,3000000.0,6.0,754.0,3500000.0,2700000.0,5300000.0,1400000.0,"1"
2.0,"0","1",2900000.0,7800000.0,18.0,588.0,400000.0,100000.0,1.16E7,4200000.0,"1"
3.0,"0","0",6500000.0,1.65E7,4.0,551.0,5300000.0,800000.0,1.85E7,7600000.0,"1"
3.0,"1","0",8300000.0,1.89E7,4.0,316.0,2.02E7,9700000.0,2.13E7,8200000.0,"0"
2.0,"0","1",8900000.0,3.22E7,12.0,382.0,0.0,1.13E7,2.05E7,5400000.0,"0"
3.0,"1","0",5300000.0,1.5E7,6.0,717.0,7000000.0,4100000.0,1.71E7,5300000.0,"1"
0.0,"1","0",2800000.0,7300000.0,6.0,676.0,3500000.0,2200000.0,5700000.0,3200000.0,"1"
1.0,"0","0",8000000.0,2.78E7,6.0,667.0,6000000.0,1.26E7,2.25E7,9900000.0,"1"
3.0,"0","0",3900000.0,1.05E7,20.0,821.0,1600000.0,6300000.0,1.1E7,3900000.0,"1"
0.0,"1","0",6200000.0,2.01E7,20.0,345.0,9300000.0,5900000.0,1.74E7,4100000.0,"0"
3.0,"0","1",5900000.0,1.92E7,10.0,442.0,9500000.0,500000.0,1.83E7,4700000.0,"0"
1.0,"1","1",6000000.0,2.33E7,12.0,672.0,2000000.0,1.13E7,1.96E7,6400000.0,"1"
3.0,"0","1",9100000.0,2.93E7,2.0,508.0,1.9E7,5100000.0,3.16E7,1.19E7,"1"
5.0,"1","1",3400000.0,1.23E7,10.0,615.0,7000000.0,1600000.0,1.14E7,3500000.0,"1"
1.0,"1","1",1800000.0,4400000.0,8.0,689.0,3200000.0,2500000.0,3800000.0,1600000.0,"1"
1.0,"1","0",300000.0,1200000.0,18.0,747.0,100000.0,0.0,700000.0,200000.0,"0"
1.0,"1","1",9000000.0,2.28E7,10.0,412.0,0.0,1.56E7,3.2E7,4700000.0,"0"
1.0,"1","0",6400000.0,1.69E7,2.0,703.0,6300000.0,7300000.0,1.59E7,7400000.0,"1"
5.0,"0","0",5800000.0,2.22E7,16.0,884.0,1200000.0,4800000.0,1.95E7,8500000.0,"1"
5.0,"1","1",2600000.0,8600000.0,18.0,651.0,1000000.0,100000.0,7800000.0,2600000.0,"1"
4.0,"0","0",6600000.0,1.73E7,14.0,793.0,1.67E7,1400000.0,1.75E7,3900000.0,"1"
2.0,"0","0",6100000.0,2.18E7,4.0,407.0,9800000.0,100000.0,2.02E7,5800000.0,"1"
2.0,"0","0",4100000.0,1.11E7,8.0,390.0,800000.0,3100000.0,1.01E7,3400000.0,"0"
3.0,"0","1",300000.0,1000000.0,12.0,469.0,600000.0,400000.0,700000.0,300000.0,"0"
4.0,"1","0",4700000.0,1.04E7,6.0,373.0,6800000.0,8600000.0,1.43E7,5400000.0,"0"
4.0,"1","1",1500000.0,5800000.0,2.0,304.0,2400000.0,1600000.0,3300000.0,1400000.0,"1"
5.0,"0","0",2700000.0,8300000.0,8.0,833.0,4600000.0,1300000.0,6800000.0,3300000.0,"1"
2.0,"1","0",6900000.0,2.09E7,2.0,302.0,1.87E7,1.07E7,2.69E7,9200000.0,"1"
0.0,"1","0",7600000.0,2.87E7,6.0,397.0,1.1E7,1.32E7,2.46E7,3800000.0,"0"
1.0,"1","0",4100000.0,1.0E7,6.0,891.0,4900000.0,300000.0,1.26E7,3600000.0,"1"
3.0,"0","0",4100000.0,1.22E7,2.0,457.0,700000.0,500000.0,1.41E7,4900000.0,"0"
4.0,"0","0",1600000.0,3200000.0,16.0,657.0,200000.0,100000.0,5700000.0,1200000.0,"1"
2.0,"0","1",400000.0,1400000.0,2.0,480.0,200000.0,700000.0,1600000.0,200000.0,"1"
5.0,"1","1",4400000.0,1.73E7,20.0,840.0,3600000.0,5100000.0,1.29E7,2300000.0,"1"
2.0,"0","1",3800000.0,8000000.0,12.0,866.0,6000000.0,600000.0,8400000.0,1900000.0,"1"
0.0,"0","0",4300000.0,1.7E7,8.0,619.0,4100000.0,6600000.0,1.71E7,3900000.0,"1"
1.0,"1","1",9000000.0,3.35E7,2.0,748.0,7900000.0,9800000.0,2.57E7,1.15E7,"1"
3.0,"0","1",9500000.0,2.55E7,12.0,881.0,2.7E7,1.41E7,2.16E7,8900000.0,"1"
2.0,"1","1",6900000.0,1.39E7,8.0,829.0,1.43E7,8100000.0,2.24E7,4600000.0,"1"
3.0,"0","0",4300000.0,1.11E7,6.0,312.0,4800000.0,3800000.0,1.01E7,3300000.0,"0"
3.0,"0","0",6600000.0,2.14E7,10.0,467.0,1.52E7,6000000.0,2.03E7,5200000.0,"0"
1.0,"1","1",5200000.0,1.43E7,18.0,650.0,5400000.0,2300000.0,1.76E7,3600000.0,"1"
3.0,"1","1",400000.0,1100000.0,6.0,711.0,100000.0,300000.0,1400000.0,100000.0,"1"
4.0,"0","0",1300000.0,4100000.0,18.0,886.0,2800000.0,500000.0,3800000.0,600000.0,"1"
5.0,"0","0",9700000.0,2.84E7,4.0,494.0,5300000.0,1.2E7,2.44E7,1.0E7,"0"
2.0,"1","1",5400000.0,1.09E7,14.0,741.0,1300000.0,6000000.0,2.04E7,5600000.0,"1"
4.0,"0","0",1200000.0,3300000.0,12.0,876.0,400000.0,100000.0,3800000.0,1000000.0,"1"
0.0,"1","1",7000000.0,2.64E7,14.0,610.0,1.43E7,0.0,1.39E7,5300000.0,"1"
5.0,"1","0",7600000.0,2.6E7,6.0,778.0,1.29E7,2400000.0,2.55E7,1.09E7,"1"
5.0,"1","1",700000.0,1800000.0,14.0,571.0,200000.0,400000.0,1900000.0,400000.0,"1"
3.0,"1","1",7500000.0,2.51E7,18.0,554.0,1.25E7,7900000.0,2.85E7,4700000.0,"1"
0.0,"0","1",2300000.0,6200000.0,8.0,712.0,6800000.0,1700000.0,8800000.0,1500000.0,"1"
5.0,"0","1",5600000.0,1.15E7,4.0,695.0,9500000.0,7100000.0,1.17E7,7800000.0,"1"
0.0,"0","1",5400000.0,1.09E7,20.0,366.0,3700000.0,500000.0,2.1E7,4800000.0,"0"
1.0,"0","1",1800000.0,5500000.0,10.0,426.0,5000000.0,1500000.0,5900000.0,1600000.0,"0"
0.0,"0","0",2900000.0,6900000.0,10.0,320.0,5100000.0,500000.0,7700000.0,1500000.0,"0"
3.0,"0","1",1400000.0,4600000.0,8.0,543.0,1500000.0,1200000.0,2700000.0,2000000.0,"0"
2.0,"1","0",2800000.0,1.1E7,16.0,525.0,8200000.0,1800000.0,5800000.0,2400000.0,"0"
0.0,"0","1",3300000.0,1.31E7,12.0,812.0,4800000.0,4900000.0,7500000.0,4300000.0,"1"
0.0,"0","0",7000000.0,2.53E7,14.0,697.0,1.51E7,1.04E7,1.43E7,6700000.0,"1"
1.0,"0","0",3900000.0,1.51E7,12.0,527.0,1.06E7,5100000.0,1.11E7,3800000.0,"0"
1.0,"0","0",5700000.0,1.72E7,4.0,512.0,4300000.0,7000000.0,2.14E7,3000000.0,"1"
0.0,"1","0",4100000.0,9200000.0,4.0,671.0,3400000.0,6300000.0,1.04E7,4900000.0,"1"
1.0,"1","1",2200000.0,8700000.0,20.0,539.0,1000000.0,4000000.0,8200000.0,2600000.0,"0"
5.0,"0","0",2200000.0,7200000.0,10.0,532.0,2700000.0,300000.0,7500000.0,1600000.0,"0"
3.0,"0","1",2500000.0,7700000.0,16.0,485.0,2000000.0,3600000.0,5600000.0,3200000.0,"0"
0.0,"0","1",900000.0,2100000.0,6.0,521.0,100000.0,1700000.0,2100000.0,700000.0,"0"
1.0,"0","0",2900000.0,7400000.0,10.0,874.0,400000.0,1200000.0,1.01E7,3300000.0,"1"
2.0,"0","0",9800000.0,2.29E7,10.0,788.0,1300000.0,1.03E7,2.72E7,1.4E7,"1"
2.0,"0","0",5200000.0,1.48E7,12.0,659.0,1.15E7,5200000.0,1.81E7,4100000.0,"1"
1.0,"1","1",8600000.0,1.96E7,16.0,498.0,1.48E7,3000000.0,2.1E7,5300000.0,"0"
2.0,"1","1",4800000.0,1.32E7,20.0,310.0,1.18E7,4600000.0,1.29E7,4200000.0,"0"
0.0,"1","0",2000000.0,4700000.0,6.0,785.0,2900000.0,1800000.0,6700000.0,1700000.0,"1"
0.0,"1","0",3600000.0,8700000.0,10.0,309.0,6300000.0,1000000.0,8600000.0,3300000.0,"0"
3.0,"0","1",5300000.0,1.96E7,2.0,433.0,1.47E7,9900000.0,1.08E7,3000000.0,"1"
1.0,"0","1",400000.0,1300000.0,18.0,801.0,100000.0,0.0,1500000.0,600000.0,"1"
3.0,"1","1",6500000.0,2.24E7,6.0,488.0,1.68E7,1.17E7,2.17E7,6800000.0,"0"
0.0,"0","1",2300000.0,6000000.0,16.0,756.0,2900000.0,2100000.0,7500000.0,1200000.0,"1"
3.0,"1","0",1000000.0,2800000.0,4.0,757.0,2500000.0,100000.0,3800000.0,900000.0,"1"
5.0,"0","0",3200000.0,1.01E7,6.0,828.0,8500000.0,6000000.0,8700000.0,3000000.0,"1"
3.0,"1","1",3400000.0,7200000.0,12.0,733.0,4800000.0,2700000.0,8100000.0,2200000.0,"1"
0.0,"0","0",9600000.0,3.82E7,8.0,421.0,1600000.0,1.41E7,3.36E7,1.38E7,"0"
3.0,"0","0",5300000.0,2.03E7,4.0,872.0,4300000.0,7300000.0,1.84E7,7600000.0,"1"
3.0,"1","0",4700000.0,1.74E7,10.0,393.0,1.24E7,5300000.0,1.87E7,5300000.0,"0"
3.0,"1","0",9700000.0,3.78E7,12.0,700.0,1.34E7,6100000.0,2.58E7,1.19E7,"1"
5.0,"1","0",8800000.0,2.16E7,18.0,613.0,1.54E7,1.21E7,3.0E7,8400000.0,"1"
5.0,"1","0",5900000.0,1.34E7,6.0,455.0,3200000.0,1.12E7,2.16E7,6900000.0,"0"
4.0,"1","1",2400000.0,7100000.0,16.0,871.0,7000000.0,300000.0,8500000.0,3500000.0,"1"
4.0,"1","1",7900000.0,2.15E7,16.0,497.0,2200000.0,5200000.0,2.31E7,7700000.0,"0"
0.0,"1","0",1400000.0,2700000.0,2.0,649.0,2600000.0,1000000.0,5500000.0,1100000.0,"1"
0.0,"1","1",3500000.0,1.0E7,14.0,709.0,5300000.0,1800000.0,9200000.0,5000000.0,"1"
4.0,"1","0",3400000.0,1.35E7,12.0,705.0,1.0E7,1100000.0,8300000.0,4900000.0,"1"
2.0,"1","0",6100000.0,2.36E7,2.0,476.0,4600000.0,2900000.0,2.25E7,3800000.0,"1"
2.0,"0","1",3000000.0,7100000.0,4.0,819.0,5400000.0,4800000.0,6000000.0,2100000.0,"1"
5.0,"0","1",3400000.0,9400000.0,16.0,535.0,3100000.0,5600000.0,1.29E7,3200000.0,"0"
0.0,"1","1",400000.0,1200000.0,14.0,889.0,1100000.0,200000.0,700000.0,200000.0,"1"
0.0,"1","0",5900000.0,1.18E7,12.0,468.0,9100000.0,1.0E7,1.75E7,6200000.0,"0"
5.0,"1","1",400000.0,800000.0,2.0,759.0,100000.0,500000.0,1300000.0,300000.0,"1"
3.0,"1","1",9000000.0,3.36E7,2.0,426.0,2.16E7,1.62E7,2.07E7,1.19E7,"1"
0.0,"1","1",8800000.0,2.36E7,8.0,712.0,400000.0,1.13E7,1.93E7,1.11E7,"1"
4.0,"1","1",2000000.0,4700000.0,2.0,615.0,500000.0,100000.0,6700000.0,3000000.0,"1"
2.0,"1","0",4700000.0,1.4E7,12.0,784.0,1.34E7,2700000.0,1.48E7,6900000.0,"1"
4.0,"0","0",2700000.0,6100000.0,16.0,677.0,100000.0,3300000.0,6500000.0,3800000.0,"1"
1.0,"0","0",2600000.0,7900000.0,12.0,306.0,2000000.0,2400000.0,7600000.0,3300000.0,"0"
1.0,"0","1",9000000.0,2.54E7,16.0,655.0,2.2E7,8800000.0,2.91E7,7200000.0,"1"
4.0,"0","0",5100000.0,1.94E7,8.0,755.0,2200000.0,300000.0,1.49E7,5300000.0,"1"
2.0,"1","0",6600000.0,2.58E7,18.0,598.0,3800000.0,3100000.0,1.64E7,5900000.0,"1"
2.0,"1","0",4400000.0,9800000.0,18.0,712.0,5400000.0,200000.0,8800000.0,6400000.0,"1"
4.0,"0","1",1500000.0,4600000.0,6.0,524.0,3700000.0,2000000.0,5000000.0,1400000.0,"0"
1.0,"0","0",6200000.0,2.31E7,16.0,838.0,9100000.0,1400000.0,2.35E7,7000000.0,"1"
4.0,"1","1",900000.0,2900000.0,6.0,560.0,1500000.0,900000.0,3100000.0,900000.0,"1"
3.0,"0","0",7700000.0,2.64E7,12.0,759.0,3400000.0,2900000.0,2.19E7,1.08E7,"1"
2.0,"1","1",600000.0,2400000.0,6.0,454.0,100000.0,600000.0,2300000.0,300000.0,"0"
4.0,"0","0",4300000.0,1.65E7,4.0,539.0,1.06E7,6100000.0,9300000.0,2100000.0,"1"
2.0,"0","1",8200000.0,2.78E7,16.0,827.0,1.15E7,8700000.0,2.6E7,1.07E7,"1"
0.0,"0","0",3500000.0,1.19E7,12.0,686.0,4400000.0,4800000.0,1.01E7,2500000.0,"1"
1.0,"1","1",9900000.0,3.41E7,14.0,371.0,2.44E7,7100000.0,2.93E7,6200000.0,"0"
5.0,"1","0",700000.0,1900000.0,4.0,784.0,500000.0,1000000.0,2100000.0,600000.0,"1"
1.0,"1","1",2100000.0,7300000.0,16.0,826.0,1600000.0,3500000.0,7700000.0,1400000.0,"1"
2.0,"0","0",3200000.0,1.05E7,12.0,502.0,4300000.0,1500000.0,1.0E7,4500000.0,"0"
0.0,"1","0",2900000.0,7800000.0,8.0,367.0,700000.0,3700000.0,7700000.0,3600000.0,"0"
0.0,"0","0",7000000.0,1.83E7,6.0,541.0,6300000.0,6400000.0,2.08E7,8300000.0,"0"
1.0,"1","0",3700000.0,1.36E7,16.0,608.0,400000.0,2200000.0,1.34E7,2800000.0,"1"
3.0,"0","1",4500000.0,1.31E7,12.0,570.0,1.05E7,2000000.0,1.01E7,5800000.0,"1"
3.0,"1","0",200000.0,800000.0,18.0,752.0,200000.0,200000.0,300000.0,200000.0,"1"
5.0,"0","1",5600000.0,2.05E7,8.0,873.0,5500000.0,9500000.0,1.94E7,7800000.0,"1"
5.0,"1","0",5400000.0,1.86E7,2.0,538.0,7700000.0,2700000.0,1.88E7,4000000.0,"1"
4.0,"0","0",300000.0,1000000.0,10.0,819.0,700000.0,300000.0,900000.0,200000.0,"1"
1.0,"1","1",7500000.0,2.98E7,18.0,770.0,1400000.0,5200000.0,2.8E7,8700000.0,"1"
5.0,"0","1",2500000.0,9600000.0,6.0,345.0,1900000.0,1900000.0,6800000.0,2600000.0,"0"
4.0,"1","1",3100000.0,8100000.0,12.0,730.0,6300000.0,4500000.0,9000000.0,4500000.0,"1"
1.0,"1","1",7600000.0,1.93E7,20.0,835.0,5800000.0,2300000.0,2.2E7,8200000.0,"1"
3.0,"0","1",500000.0,1700000.0,2.0,811.0,500000.0,500000.0,1400000.0,200000.0,"1"
2.0,"0","0",2700000.0,5900000.0,14.0,662.0,3200000.0,1600000.0,7300000.0,3800000.0,"1"
2.0,"0","1",3500000.0,1.33E7,4.0,420.0,6400000.0,1700000.0,8000000.0,2300000.0,"1"
5.0,"0","0",3700000.0,1.17E7,4.0,413.0,8400000.0,5500000.0,1.2E7,2700000.0,"1"
2.0,"0","1",5600000.0,2.0E7,10.0,367.0,1.37E7,5000000.0,1.91E7,6000000.0,"0"
5.0,"0","1",4800000.0,1.64E7,14.0,390.0,8400000.0,2400000.0,9500000.0,4000000.0,"0"
4.0,"0","1",5200000.0,1.22E7,2.0,602.0,1.03E7,800000.0,2.05E7,7700000.0,"1"
3.0,"1","0",2900000.0,1.15E7,16.0,843.0,2300000.0,2600000.0,1.07E7,4300000.0,"1"
1.0,"1","0",2700000.0,6800000.0,20.0,713.0,500000.0,3300000.0,6100000.0,1900000.0,"1"
3.0,"1","0",5000000.0,1.62E7,8.0,591.0,1900000.0,3400000.0,1.4E7,5000000.0,"1"
2.0,"0","1",2700000.0,9400000.0,14.0,701.0,400000.0,3400000.0,9900000.0,1900000.0,"1"
4.0,"0","1",2800000.0,1.0E7,12.0,655.0,4900000.0,3600000.0,8500000.0,3300000.0,"1"
3.0,"0","1",7300000.0,2.0E7,18.0,720.0,1.55E7,9900000.0,2.3E7,9800000.0,"1"
0.0,"1","1",5900000.0,1.51E7,10.0,794.0,6000000.0,4300000.0,1.49E7,5400000.0,"1"
0.0,"1","0",8100000.0,2.13E7,2.0,392.0,1.42E7,6600000.0,3.15E7,1.1E7,"0"
3.0,"1","1",1900000.0,7100000.0,6.0,583.0,400000.0,2800000.0,6500000.0,2000000.0,"1"
5.0,"1","0",1800000.0,6800000.0,18.0,457.0,2200000.0,1100000.0,3800000.0,1400000.0,"0"
0.0,"0","1",7600000.0,1.78E7,14.0,570.0,1.52E7,1.21E7,2.15E7,9900000.0,"1"
1.0,"1","0",9100000.0,3.01E7,14.0,890.0,1.78E7,1.24E7,3.25E7,7500000.0,"1"
2.0,"0","1",5300000.0,1.23E7,14.0,472.0,1.0E7,1600000.0,2.04E7,3300000.0,"0"
2.0,"0","0",3700000.0,1.09E7,12.0,788.0,1700000.0,700000.0,1.22E7,2600000.0,"1"
0.0,"0","0",9500000.0,3.53E7,6.0,605.0,1.0E7,1.27E7,3.11E7,7000000.0,"1"
3.0,"1","0",8300000.0,3.05E7,10.0,473.0,1.33E7,9400000.0,2.33E7,1.18E7,"0"
5.0,"1","0",6400000.0,2.15E7,16.0,728.0,300000.0,5200000.0,1.74E7,9600000.0,"1"
5.0,"1","1",5300000.0,1.78E7,16.0,505.0,9200000.0,8500000.0,1.46E7,4100000.0,"0"
0.0,"1","1",5600000.0,1.93E7,6.0,407.0,3400000.0,3600000.0,1.42E7,8400000.0,"0"
1.0,"1","1",900000.0,1700000.0,18.0,464.0,1300000.0,0.0,1900000.0,700000.0,"0"
0.0,"1","1",2400000.0,7200000.0,20.0,514.0,4100000.0,2100000.0,6700000.0,1800000.0,"0"
1.0,"1","0",9500000.0,2.3E7,10.0,627.0,2.85E7,1.15E7,2.17E7,9100000.0,"1"
2.0,"0","1",7400000.0,1.49E7,20.0,627.0,1.59E7,1.01E7,1.9E7,1.03E7,"1"
4.0,"0","1",1500000.0,3200000.0,10.0,858.0,1500000.0,0.0,4700000.0,1700000.0,"1"
3.0,"1","1",8800000.0,3.02E7,8.0,607.0,1.36E7,1.27E7,2.15E7,5900000.0,"1"
5.0,"0","1",4900000.0,1.43E7,4.0,663.0,8500000.0,6100000.0,1.96E7,5500000.0,"1"
1.0,"0","1",8100000.0,2.69E7,6.0,522.0,2.3E7,2100000.0,1.87E7,4200000.0,"0"
2.0,"0","1",2300000.0,9100000.0,20.0,610.0,3700000.0,600000.0,7800000.0,3400000.0,"1"
5.0,"0","1",3000000.0,6600000.0,16.0,462.0,5500000.0,3500000.0,9100000.0,3600000.0,"0"
2.0,"0","1",3900000.0,9300000.0,8.0,591.0,1.09E7,2700000.0,9600000.0,3300000.0,"1"
4.0,"1","1",1700000.0,6500000.0,20.0,636.0,1700000.0,900000.0,6200000.0,2300000.0,"1"
0.0,"0","1",2100000.0,4900000.0,10.0,359.0,1000000.0,800000.0,6100000.0,1000000.0,"0"
4.0,"1","1",9700000.0,2.5E7,4.0,542.0,9800000.0,1.2E7,2.93E7,1.34E7,"0"
5.0,"0","1",3500000.0,1.18E7,4.0,642.0,2300000.0,2900000.0,1.19E7,3600000.0,"1"
5.0,"0","1",1500000.0,5500000.0,4.0,414.0,800000.0,1400000.0,2900000.0,1200000.0,"1"
3.0,"0","1",8800000.0,2.62E7,20.0,865.0,1.93E7,9800000.0,2.77E7,1.25E7,"1"
3.0,"1","0",900000.0,3100000.0,10.0,369.0,1400000.0,100000.0,1700000.0,500000.0,"0"
0.0,"1","1",3500000.0,1.08E7,14.0,838.0,4700000.0,6800000.0,1.39E7,1700000.0,"1"
5.0,"0","0",5500000.0,2.12E7,4.0,582.0,1.21E7,8300000.0,1.71E7,3100000.0,"1"
5.0,"0","1",9800000.0,2.32E7,10.0,416.0,1.1E7,1.73E7,2.16E7,8500000.0,"0"
5.0,"1","0",2100000.0,5500000.0,20.0,705.0,5400000.0,1400000.0,4600000.0,1200000.0,"1"
0.0,"1","0",1800000.0,5700000.0,18.0,306.0,500000.0,700000.0,5600000.0,1700000.0,"0"
5.0,"1","1",5800000.0,1.3E7,8.0,851.0,6700000.0,8700000.0,1.77E7,4100000.0,"1"
5.0,"1","0",6700000.0,1.72E7,18.0,613.0,9700000.0,6800000.0,2.46E7,7100000.0,"1"
3.0,"1","0",4300000.0,1.63E7,10.0,366.0,6900000.0,6700000.0,1.23E7,5500000.0,"0"
1.0,"1","0",1200000.0,2800000.0,12.0,431.0,900000.0,400000.0,2900000.0,900000.0,"0"
5.0,"0","1",9700000.0,2.59E7,2.0,754.0,9000000.0,1.0E7,2.85E7,6700000.0,"1"
5.0,"1","1",5400000.0,1.12E7,10.0,447.0,300000.0,7900000.0,2.14E7,6000000.0,"0"
1.0,"0","1",5300000.0,1.41E7,14.0,510.0,1.33E7,1.04E7,1.89E7,7800000.0,"0"
1.0,"1","0",7300000.0,2.42E7,20.0,324.0,1.29E7,3700000.0,1.84E7,9000000.0,"0"
5.0,"1","0",9500000.0,1.92E7,2.0,523.0,1.35E7,1500000.0,2.1E7,6700000.0,"0"
0.0,"0","1",7200000.0,1.56E7,2.0,362.0,2700000.0,2400000.0,2.08E7,5900000.0,"0"
3.0,"1","1",9000000.0,3.29E7,6.0,657.0,9900000.0,600000.0,2.92E7,1.2E7,"1"
5.0,"0","0",6500000.0,2.33E7,12.0,790.0,600000.0,9700000.0,1.55E7,9500000.0,"1"
1.0,"1","1",9500000.0,3.05E7,18.0,500.0,1300000.0,3300000.0,2.05E7,5500000.0,"0"
2.0,"0","1",9900000.0,3.32E7,4.0,465.0,2.63E7,1.7E7,2.44E7,5000000.0,"1"
4.0,"0","0",2900000.0,8700000.0,6.0,409.0,3700000.0,5500000.0,8200000.0,2200000.0,"0"
4.0,"1","1",700000.0,1800000.0,20.0,626.0,500000.0,600000.0,1400000.0,300000.0,"1"
5.0,"0","0",4200000.0,1.34E7,16.0,545.0,9800000.0,8200000.0,1.25E7,3500000.0,"0"
3.0,"0","0",4200000.0,1.14E7,10.0,654.0,8800000.0,400000.0,1.62E7,5700000.0,"1"
0.0,"0","0",7600000.0,2.65E7,6.0,515.0,6200000.0,1.49E7,2.2E7,4000000.0,"0"
2.0,"1","1",7100000.0,1.88E7,12.0,838.0,1100000.0,5200000.0,1.66E7,4900000.0,"1"
1.0,"0","1",4700000.0,1.6E7,14.0,406.0,4000000.0,5300000.0,1.43E7,3300000.0,"0"
0.0,"1","1",9800000.0,2.32E7,10.0,573.0,2.39E7,3300000.0,2.36E7,1.46E7,"1"
0.0,"1","1",9800000.0,3.87E7,2.0,611.0,6600000.0,1.04E7,3.3E7,6000000.0,"1"
0.0,"0","0",5100000.0,1.34E7,16.0,649.0,6800000.0,1600000.0,1.57E7,3900000.0,"1"
0.0,"0","1",3300000.0,7700000.0,12.0,775.0,8200000.0,2100000.0,7400000.0,4200000.0,"1"
3.0,"1","0",4500000.0,1.25E7,12.0,469.0,4100000.0,7600000.0,1.42E7,3400000.0,"0"
0.0,"1","1",3900000.0,1.28E7,18.0,587.0,4500000.0,5300000.0,1.26E7,5000000.0,"1"
3.0,"1","1",3200000.0,9900000.0,10.0,316.0,9100000.0,5500000.0,8800000.0,3600000.0,"0"
2.0,"1","0",3200000.0,1.04E7,10.0,556.0,8200000.0,5600000.0,1.15E7,4500000.0,"1"
2.0,"0","0",9600000.0,3.12E7,12.0,578.0,9900000.0,2200000.0,2.65E7,1.35E7,"1"
2.0,"0","1",8700000.0,1.89E7,2.0,554.0,3900000.0,1900000.0,1.8E7,1.15E7,"1"
2.0,"0","1",1900000.0,6800000.0,6.0,892.0,2600000.0,2200000.0,6400000.0,900000.0,"1"
2.0,"0","1",2900000.0,1.02E7,10.0,315.0,8100000.0,400000.0,6500000.0,1600000.0,"0"
0.0,"0","0",6200000.0,1.29E7,10.0,695.0,1900000.0,3700000.0,2.22E7,4200000.0,"1"
0.0,"0","0",5900000.0,2.03E7,4.0,806.0,300000.0,3700000.0,1.64E7,4800000.0,"1"
4.0,"0","1",3200000.0,1.28E7,8.0,638.0,4300000.0,2600000.0,8000000.0,3800000.0,"1"
1.0,"0","1",1300000.0,5000000.0,4.0,610.0,3400000.0,800000.0,4500000.0,900000.0,"1"
2.0,"0","1",1300000.0,3200000.0,4.0,810.0,3800000.0,2100000.0,4300000.0,800000.0,"1"
1.0,"1","0",8700000.0,3.32E7,4.0,866.0,1.96E7,1.59E7,2.37E7,1.05E7,"1"
3.0,"0","0",6300000.0,2.38E7,10.0,760.0,1.27E7,1300000.0,1.84E7,8800000.0,"1"
3.0,"1","0",4300000.0,1.12E7,6.0,556.0,1.1E7,4300000.0,1.45E7,5100000.0,"1"
3.0,"0","1",6400000.0,2.35E7,12.0,684.0,1.72E7,1.03E7,2.53E7,7400000.0,"1"
5.0,"0","1",7700000.0,2.58E7,18.0,578.0,5000000.0,7700000.0,2.72E7,1.06E7,"1"
2.0,"0","0",6900000.0,2.39E7,12.0,814.0,1.3E7,1900000.0,2.66E7,6000000.0,"1"
0.0,"0","0",4200000.0,1.48E7,20.0,510.0,9200000.0,5700000.0,1.19E7,2600000.0,"0"
4.0,"0","0",3900000.0,9000000.0,2.0,674.0,8700000.0,5700000.0,1.4E7,3100000.0,"1"
0.0,"1","1",2000000.0,4900000.0,14.0,570.0,3800000.0,300000.0,6600000.0,1300000.0,"1"
1.0,"0","0",500000.0,1700000.0,2.0,680.0,700000.0,800000.0,1400000.0,700000.0,"1"
0.0,"1","0",3500000.0,8800000.0,12.0,803.0,5400000.0,300000.0,8400000.0,3400000.0,"1"
2.0,"0","1",3100000.0,1.07E7,16.0,357.0,9200000.0,1900000.0,7700000.0,3800000.0,"0"
3.0,"0","1",4900000.0,1.9E7,4.0,575.0,1.41E7,9100000.0,1.65E7,4600000.0,"1"
1.0,"0","0",1000000.0,3600000.0,4.0,546.0,2500000.0,0.0,2600000.0,500000.0,"1"
